ID,Ticker,Year,Revenue_Income Statement,Cost of Goods Sold_Income Statement,Gross Profit_Income Statement,"Sales, General, & Administrative_Income Statement",Total Operating Expenses_Income Statement,Operating Profit_Income Statement,Net Interest Income_Income Statement,Other Non-Operating Income_Income Statement,Pre-Tax Income_Income Statement,Income Tax_Income Statement,Net Income_Income Statement,Shares (Basic)_Income Statement,Shares (Diluted)_Income Statement,Cash & Equivalents_Balance Sheet,Accounts Receivable_Balance Sheet,Inventories_Balance Sheet,Other Current Assets_Balance Sheet,Total Current Assets_Balance Sheet,"Property, Plant, & Equipment (Net)_Balance Sheet",Goodwill_Balance Sheet,Other Intangible Assets_Balance Sheet,Other Assets_Balance Sheet,Total Assets_Balance Sheet,Accounts Payable_Balance Sheet,Accrued Liabilities_Balance Sheet,Short-Term Debt_Balance Sheet,Deferred Revenue_Balance Sheet,Total Current Liabilities_Balance Sheet,Long-Term Debt_Balance Sheet,Other Liabilities_Balance Sheet,Total Liabilities_Balance Sheet,Retained Earnings_Balance Sheet,Paid-in Capital_Balance Sheet,Common Stock_Balance Sheet,AOCI_Balance Sheet,Shareholders' Equity_Balance Sheet,Liabilities & Equity_2_Balance Sheet,Net Income_Cash Flow,Depreciation & Amortization_Cash Flow,Change in Working Capital_Cash Flow,Change in Deferred Tax_Cash Flow,Stock-Based Compensation_Cash Flow,Other_Cash Flow,Cash From Operations_Cash Flow,"Property, Plant, & Equipment_Cash Flow",Acquisitions_Cash Flow,Investments_Cash Flow,Other_2_Cash Flow,Cash From Investing_Cash Flow,Net Issuance of Common Stock_Cash Flow,Net Issuance of Debt_Cash Flow,Other_3_Cash Flow,Cash From Financing_Cash Flow,Free Cash Flow_Cash Flow,Return on Assets_Key Ratios,Return on Equity_Key Ratios,Return on Invested Capital_Key Ratios,Return on Capital Employed_Key Ratios,Return on Tangible Capital Employed_Key Ratios,Gross Margin_Key Ratios,EBITDA Margin_Key Ratios,Operating Margin_Key Ratios,Pretax Margin_Key Ratios,Net Margin_Key Ratios,Free Cash Margin_Key Ratios,Assets to Equity_Key Ratios,Equity to Assets_Key Ratios,Debt to Equity_Key Ratios,Debt to Assets_Key Ratios,Revenue_Key Ratios,Gross Profit_Key Ratios,EBITDA_Key Ratios,Operating Income_Key Ratios,Pretax Income_Key Ratios,Net Income_Key Ratios,Diluted EPS_Key Ratios,Diluted Shares_Key Ratios,PP&E_Key Ratios,Total Assets_Key Ratios,Equity_Key Ratios,Cash from Operations_Key Ratios,Capital Expenditures_Key Ratios,Free Cash Flow_Key Ratios,Free Cash Flow_2_Key Ratios,Book Value_Key Ratios,Tangible Book Value_Key Ratios,Revenue_2_Key Ratios,EBITDA_2_Key Ratios,Operating Income_2_Key Ratios,Diluted EPS_2_Key Ratios,Free Cash Flow_3_Key Ratios,Book Value_2_Key Ratios,Tangible Book Value_2_Key Ratios,Market Capitalization_Key Ratios,Price-to-Earnings_Key Ratios,Price-to-Book_Key Ratios,Price-to-Sales_Key Ratios,Other Current Liabilities_Balance Sheet
MSFT_2023,MSFT,2023,211.915,65.863,146.052,30.334,57.529,88.523,1.026,-238.0,89.311,-16.95,72.361,7.446,238.4115427895981,34.704,48.688,2.5,21.813,184.257,109.987,67.886,9.366,30.601,411.976,18.095,99.57821719128329,5.247,50.901,104.149,41.99,43.541,205.753,118.848,65.71877432506888,93.718,-6.343,206.223,411.976,72.361,13.861,-2.388,-6.059,9.611,196.0,87.582,-28.107,-1.67,10.213,-3.116,-22.68,-20.379,-2.75,-1.006,-43.935,59.475,18.6,38.8,29.3,30.2,41.2,68.9,48.3,41.8,42.1,34.1,28.1,2.0,0.5,0.3,0.1,6.9,7.7,4.6,6.2,6.7,-0.5,0.3,-0.9,25.6,12.9,23.8,-1.6,-17.7,-8.7,59.475,206.223,128.971,28.36,13.7,11.85,9.68,7.96,27.6,17.26,510.567,34.98,12.27,11.94,25.754
MSFT_2024,MSFT,2024,245.122,74.114,171.008,32.065,61.575,109.433,222.0,-1.868,107.787,-19.651,88.136,7.431,238.4115427895981,18.315,56.924,1.246,26.033,159.734,154.552,119.22,27.597,36.46,512.163,21.996,99.57821719128329,8.942,57.582,125.286,42.688,54.995,243.686,173.144,65.71877432506888,100.923,-5.59,268.477,512.163,88.136,22.287,1.824,-4.738,10.734,305.0,118.548,-44.477,-69.132,17.937,-1.298,-96.97,-15.252,575.0,-1.309,-37.757,74.071,19.1,37.1,29.3,30.9,45.1,69.8,53.7,44.6,44.0,36.0,30.2,1.9,0.5,0.3,0.1,15.7,17.1,28.7,23.6,20.7,21.8,21.9,-0.0,40.5,24.3,30.2,35.4,-58.2,24.5,74.071,268.477,121.66,32.82,17.64,14.65,11.8,9.92,35.95,16.29,510.567,37.7,12.38,13.56,31.749
NKE_2015,NKE,2015,30.601,16.534,14.067,9.892,9.892,4.175,-28.0,58.0,4.205,-932.0,3.273,1.724,1.769,3.852,3.358,4.337,1.968,15.587,3.011,131.0,281.0,2.587,21.597,2.131,1.022,181.0,88.6402850698174,6.332,1.079,1.479,8.89,4.685,6.773,3.0,1.246,12.707,21.597,3.273,649.0,256.0,-113.0,191.0,424.0,4.68,-960.0,-71.70880513485241,785.0,20.875,-175.0,-2.534,-89.0,732.0,-2.79,3.72,16.3,27.8,25.0,28.6,29.4,46.0,15.8,13.6,13.7,10.7,12.2,1.7,0.6,0.1,0.1,10.1,13.0,13.1,13.5,18.7,21.5,24.2,-2.4,6.2,16.2,17.4,55.3,-9.5,74.2,3.72,12.707,12.295,17.3,2.73,2.36,1.85,2.1,7.18,6.95,87.14,26.62,6.86,2.85,2.755
NKE_2016,NKE,2016,32.376,17.405,14.971,10.469,10.469,4.502,-19.0,140.0,4.623,-863.0,3.76,1.698,1.743,3.138,3.241,4.838,1.489,15.025,3.52,131.0,281.0,2.422,21.379,2.191,1.004,45.0,88.6402850698174,5.358,1.993,1.77,9.121,4.151,7.786,3.0,318.0,12.258,21.379,3.76,662.0,-1.277,-80.0,236.0,98.0,3.399,-1.133,-71.70880513485241,93.0,6.0,-1.034,-3.238,801.0,485.0,-2.974,2.266,17.5,30.1,26.6,28.6,29.3,46.2,16.0,13.9,14.3,11.6,7.0,1.7,0.6,0.2,0.1,5.8,6.4,7.0,7.8,9.9,14.9,16.8,-1.5,16.9,-1.0,-3.5,-27.4,-18.0,-39.1,2.266,12.258,11.846,18.58,2.96,2.58,2.16,1.3,7.03,6.8,92.88,24.7,7.58,2.87,1.874
NKE_2017,NKE,2017,34.35,19.038,15.312,10.563,10.563,4.749,-59.0,196.0,4.886,-646.0,4.24,1.658,1.692,3.808,3.677,5.055,1.15,16.061,3.989,139.0,283.0,2.787,23.259,2.048,1.08,331.0,88.6402850698174,5.474,3.471,1.907,10.852,6.907,5.71,3.0,-213.0,12.407,23.259,4.24,716.0,-935.0,-273.0,215.0,-117.0,3.846,-1.092,-71.70880513485241,118.0,-34.0,-1.008,-3.223,1.748,460.0,-2.148,2.754,19.0,34.4,27.8,27.8,28.5,44.6,15.9,13.8,14.2,12.3,8.0,1.9,0.5,0.3,0.2,6.1,2.3,5.8,5.5,5.7,12.8,16.2,-2.9,13.3,8.8,1.2,13.2,3.6,21.5,2.754,12.407,11.985,20.3,3.23,2.81,2.51,1.63,7.33,7.08,87.063,20.53,7.02,2.53,1.735
NKE_2018,NKE,2018,36.397,20.441,15.956,11.511,11.511,4.445,-54.0,-66.0,4.325,-2.392,1.933,1.659,1.659,4.249,3.498,5.261,1.13,15.134,4.454,154.0,285.0,2.509,22.536,2.279,1.176,342.0,88.6402850698174,6.04,3.468,3.216,12.724,3.517,6.384,3.0,-92.0,9.812,22.536,1.933,774.0,1.482,647.0,218.0,-99.0,4.955,-1.025,-71.70880513485241,1.326,-25.0,276.0,-4.254,13.0,649.0,-4.835,3.93,8.4,17.4,13.0,25.4,26.1,43.8,14.3,12.2,11.9,5.3,10.8,2.3,0.4,0.4,0.2,6.0,4.2,-4.5,-6.4,-11.5,-54.4,-53.4,-1.9,11.7,-3.1,-20.9,28.8,6.1,42.7,3.93,9.812,9.373,21.94,3.15,2.68,1.17,2.37,5.91,5.65,114.952,59.47,11.72,3.16,1.869
NKE_2019,NKE,2019,39.117,21.643,17.474,12.702,12.702,4.772,-49.0,78.0,4.801,-772.0,4.029,1.58,1.618,4.466,4.272,5.622,1.968,16.525,4.744,154.0,283.0,2.011,23.717,2.612,1.215,15.0,88.6402850698174,7.866,3.464,3.347,14.677,1.643,7.163,3.0,231.0,9.04,23.717,4.029,720.0,562.0,34.0,325.0,233.0,5.903,-1.114,-71.70880513485241,850.0,20.875,-264.0,-4.286,-331.0,656.0,-5.293,4.789,17.4,42.7,30.8,29.2,30.0,44.7,14.0,12.2,12.3,10.3,12.2,2.6,0.4,0.4,0.1,7.5,9.5,5.2,7.4,11.0,108.4,112.8,-2.5,6.5,5.2,-7.9,19.1,-8.7,21.9,4.789,9.04,8.603,24.17,3.39,2.95,2.49,2.96,5.59,5.32,120.956,30.02,13.38,3.09,3.561
NKE_2020,NKE,2020,37.403,21.162,16.241,13.126,13.126,3.115,-89.0,-139.0,2.887,-348.0,2.539,1.559,1.592,8.348,2.749,7.367,1.653,20.556,7.963,223.0,274.0,2.326,31.342,2.248,2.353,251.0,88.6402850698174,8.284,9.406,2.684,23.287,-191.0,8.299,3.0,-56.0,8.055,31.342,2.539,1.119,-1.245,-380.0,429.0,23.0,2.485,-1.086,-71.70880513485241,27.0,31.0,-1.028,-3.067,6.177,833.0,2.491,1.399,9.2,29.7,15.3,15.9,16.3,43.4,11.3,8.3,7.7,6.8,3.7,3.9,0.3,1.6,0.4,-4.4,-7.1,-22.9,-34.7,-39.9,-37.0,-35.7,-1.7,67.9,32.1,-10.9,-57.9,2.5,-70.8,1.399,8.055,7.558,23.5,2.66,1.96,1.6,0.88,5.06,4.75,153.588,60.49,19.07,4.11,2.831
NKE_2021,NKE,2021,44.538,24.576,19.962,13.025,13.025,6.937,-262.0,-14.0,6.661,-934.0,5.727,1.573,1.609,9.889,4.463,6.854,1.498,26.291,8.017,242.0,269.0,2.921,37.74,2.836,3.156,2.0,88.6402850698174,9.674,9.413,2.955,24.973,3.179,9.965,3.0,-380.0,12.767,37.74,5.727,797.0,45.0,-385.0,611.0,-138.0,6.657,-695.0,-71.70880513485241,-3.276,171.0,-3.8,-608.0,-249.0,1.036,-1.459,5.962,16.6,55.0,25.0,27.0,27.5,44.8,17.4,15.6,15.0,12.9,13.4,3.0,0.3,1.0,0.3,19.1,22.9,82.7,122.7,130.7,125.6,122.5,1.1,0.7,20.4,58.5,167.9,36.0,326.2,5.962,12.767,12.256,27.67,4.81,4.31,3.56,3.7,7.93,7.62,215.334,37.6,16.87,4.83,2.907
NKE_2022,NKE,2022,46.71,25.231,21.479,14.804,14.804,6.675,-205.0,181.0,6.651,-605.0,6.046,1.579,1.611,8.574,4.667,8.42,2.129,28.213,7.717,284.0,286.0,3.821,40.321,3.358,2.53,510.0,88.6402850698174,10.73,8.92,2.613,25.04,3.476,11.484,3.0,318.0,15.281,40.321,6.046,840.0,-1.66,-650.0,638.0,-26.0,5.188,-758.0,-71.70880513485241,-747.0,-19.0,-1.524,-4.014,15.0,1.0,-4.836,4.43,15.5,43.1,23.0,23.0,23.4,46.0,16.1,14.3,14.2,12.9,9.5,2.6,0.4,0.8,0.3,4.9,7.6,-2.8,-3.8,-0.2,5.6,5.3,0.1,-3.7,6.8,19.7,-22.1,-9.1,-25.7,4.43,15.281,14.711,29.0,4.67,4.14,3.75,2.75,9.49,9.13,186.713,30.88,12.22,4.0,3.69
NKE_2023,NKE,2023,51.217,28.925,22.292,16.377,16.377,5.915,6.0,280.0,6.201,-1.131,5.07,1.552,1.57,7.441,4.131,8.454,1.942,25.202,8.004,281.0,274.0,3.77,37.531,2.862,1.911,6.0,88.6402850698174,9.256,8.927,2.558,23.527,1.358,12.412,3.0,231.0,14.004,37.531,5.07,859.0,-513.0,-117.0,755.0,-213.0,5.841,-969.0,-71.70880513485241,1.481,52.0,564.0,-5.48,-504.0,549.0,-7.447,4.872,13.0,34.6,19.1,20.3,20.7,43.5,13.2,11.5,12.1,9.9,9.5,2.7,0.4,0.8,0.3,9.6,3.8,-9.9,-11.4,-6.8,-16.1,-13.9,-2.5,3.7,-6.9,-8.4,12.6,-27.8,10.0,4.872,14.004,13.449,32.63,4.32,3.77,3.23,3.1,8.92,8.57,161.258,31.81,11.52,3.15,3.812
NKE_2024,NKE,2024,51.362,28.475,22.887,16.576,16.576,6.311,161.0,228.0,6.7,-1.0,5.7,1.518,1.53,9.86,4.427,7.519,1.854,25.382,7.718,240.0,259.0,4.511,38.11,2.851,2.011,1.006,88.6402850698174,10.593,7.903,2.618,23.68,965.0,13.409,3.0,53.0,14.43,38.11,5.7,844.0,716.0,-497.0,804.0,-138.0,7.429,-812.0,-71.70880513485241,1.721,-15.0,894.0,-4.25,-37.34166666666666,531.0,-5.888,6.617,15.1,40.1,22.1,22.2,22.6,44.6,13.9,12.3,13.0,11.1,12.9,2.6,0.4,0.8,0.3,0.3,2.7,5.6,6.7,8.0,12.4,15.5,-2.6,-3.6,1.5,3.0,27.2,16.2,35.8,6.617,14.43,13.931,33.58,4.68,4.13,3.73,4.33,9.43,9.11,142.86,25.06,9.9,2.78,3.714
NKLA_2019,NKLA,2019,0.0,0.0,0.0,21.0,88.0,-88.0,1.0,-2.0,-89.0,0.0,-89.0,12.0,12.0,86.0,1.0,2.0,3.0,91.0,53.0,5.0,63.0,17.0,229.0,5.0,11.0,25.0,11.666666666666666,17.0,4.0,12.0,34.0,-188.0,384.0,102.81454365773115,-0.5,196.0,229.0,-89.0,2.0,-11.0,-1.0,5.0,11.0,-81.0,-39.0,-5.25,-6.164621647095551,-4.75,-39.0,276.0,154.0,0.0,36.0,-120.0,-77.3,-90.7,-88.8,-82.7,-121.3,43.8,2.5489372767150544,-7.389676878835223,-7.331761859539637,-9.661847329625106,-10.125111518692119,1.2,0.9,0.0,0.0,178.6,71.5,-22.6,-24.8,-33.5,-37.9,-63.6,25.95,91.9,95.3,96.15,-49.3,-212.9,-80.1,-120.0,196.0,128.0,0.04,-7.12,-7.31,-8.77,-9.97,16.25,10.62,3.07975,-6.1525,3.9224999999999994,27.375,114.33333333333333
NKLA_2020,NKLA,2020,0.0,0.0,0.0,183.0,368.0,-368.0,0.0,-3.0,-371.0,1.0,-371.0,11.0,11.0,841.0,18.5,47.25,56.0,897.0,71.0,5.0,50.0,22.0,1.054,29.0,18.0,4.0,11.666666666666666,52.0,140.25,7.0,74.0,-560.0,1.54,102.81454365773115,0.0,980.0,1.054,-371.0,6.0,29.0,-1.0,138.0,49.0,-151.0,-22.0,-9.0,-6.164621647095551,0.0,-31.0,276.0,0.0,891.0,941.0,-173.0,-57.8,-63.1,-61.9,-60.5,-67.2,24.2,2.5489372767150544,-7.389676878835223,-7.331761859539637,-9.661847329625106,-10.125111518692119,1.1,0.9,0.0,0.0,-80.3,-89.1,-322.9,-318.6,-319.5,-318.3,-303.8,-6.9,33.8,359.3,401.3,-86.7,43.2,-44.1,-173.0,980.0,925.0,0.01,-32.37,-32.9,-35.4,-15.44,87.56,82.62,5.967,-16.09,6.09,27.375,114.33333333333333
NKLA_2021,NKLA,2021,21.5,96.5,-75.0,401.0,694.0,-694.0,0.0,7.0,-687.0,0.0,-690.0,13.0,13.0,497.0,3.0,12.0,13.0,525.0,244.0,5.0,97.0,57.0,990.0,87.0,31.0,25.0,8.0,181.0,25.0,88.0,296.0,-1.251,1.944,102.81454365773115,0.0,694.0,990.0,-690.0,8.0,110.0,-1.0,206.0,59.0,-307.0,-179.0,-25.0,-6.164621647095551,-3.0,-207.0,164.0,20.0,4.0,188.0,-486.0,-67.6,-82.5,-80.3,-76.4,-83.7,-175.54999999999998,2.5489372767150544,-7.389676878835223,-7.331761859539637,-9.661847329625106,-10.125111518692119,1.4,0.7,0.0,0.0,-100.0,-100.0,-89.1,-88.3,-85.0,-86.2,-47.5,18.8,242.3,-6.1,-29.2,-104.0,-702.1,-181.3,-486.0,694.0,591.0,1.1925,-51.55,-52.17,-52.2,-36.58,52.18,44.47,4.08,-5.91,5.88,27.375,54.0
NKLA_2022,NKLA,2022,50.0,136.0,-86.0,346.0,617.0,-703.0,-18.0,3.0,-717.0,0.0,-784.0,15.0,15.0,226.0,43.0,112.0,56.0,437.0,418.0,7.0,92.0,220.0,1.237,93.0,76.0,62.0,18.0,384.0,289.0,30.0,710.0,-2.035,2.563,102.81454365773115,-2.0,526.0,1.237,-738.0,23.0,-175.0,-1.0,252.0,57.0,-582.0,-168.0,-23.0,-6.164621647095551,-34.0,-226.0,289.0,256.0,54.0,599.0,-750.0,-70.4,-128.6,-97.7,-81.5,-92.3,-172.9,2.5489372767150544,-7.389676878835223,-7.331761859539637,-9.661847329625106,-10.125111518692119,2.3,0.4,0.7,0.3,-7.4,-66.65,0.8,-1.3,-4.5,-13.6,-2.3,10.8,71.0,24.9,-24.1,-89.3,6.0,-54.2,-750.0,526.0,427.0,3.38,-46.16,-47.71,-53.4,-50.91,35.75,29.02,1.108,-1.41,2.1,22.28,132.0
NKLA_2023,NKLA,2023,36.0,250.0,-214.0,199.0,436.0,-650.0,-76.0,-122.0,-848.0,0.0,-966.0,27.0,27.0,465.0,27.0,63.0,18.0,572.0,503.0,5.0,86.0,51.0,1.275,44.0,39.0,9.0,9.0,260.0,243.0,22.0,556.0,-3.071,3.79,102.81454365773115,0.0,719.0,1.275,-865.0,36.0,-65.0,-1.0,75.0,322.0,-496.0,-121.0,36.0,-6.164621647095551,18.0,-67.0,375.0,340.0,28.0,743.0,-617.0,-76.9,-155.1,-102.4,-67.0,-74.3,-597.3,2.5489372767150544,-7.389676878835223,-7.331761859539637,-9.661847329625106,-10.125111518692119,1.8,0.6,0.4,0.2,-27.9,-149.0,9.7,7.5,-18.2,-23.2,32.0,81.1,20.5,3.1,36.6,14.7,28.4,17.8,-617.0,719.0,628.0,1.34,-23.02,-24.37,-36.3,-23.12,26.97,23.55,1.164,-1.2,1.62,32.47,157.0
NOC_2015,NOC,2015,23.526,17.884,5.642,2.566,2.566,3.076,-301.0,15.0,2.79,-800.0,1.99,189.0,192.0,2.319,2.841,807.0,367.0,6.334,3.064,12.46,294.80150000000003,2.566,24.424,1.282,99.57821719128329,316.52725,1.537,5.457,6.386,887.0,18.902,10.661,51.0,181.0,-5.32,5.522,24.424,1.99,467.0,-255.0,-46.0,99.0,-139.0,2.162,-471.0,-2.1285,197.0,40.0,-431.0,-3.182,600.0,-90.0,-3.275,1.691,7.8,31.2,15.9,15.5,41.8,24.0,15.1,13.1,11.9,8.5,7.2,4.4,0.2,1.2,0.3,-1.9,0.7,-3.1,-3.8,-5.0,-3.8,6.6,-9.7,2.4,-8.1,-23.7,-16.6,16.0,-16.8,1.691,5.522,-6.938,122.79,18.49,16.05,10.39,8.83,28.82,-36.21,34.232,17.2,6.2,1.46,2.638
NOC_2016,NOC,2016,24.706,18.797,5.909,2.632,2.632,3.277,-301.0,-295.0,2.681,-638.0,2.043,179.0,181.0,2.541,3.299,816.0,200.0,6.856,3.588,12.45,294.80150000000003,2.72,25.614,1.554,99.57821719128329,316.52725,1.471,5.63,7.058,849.0,20.355,10.63,51.0,175.0,-5.546,5.259,25.614,2.043,456.0,-604.0,-46.0,93.0,825.0,2.813,-920.0,-2.1285,197.0,115.0,-805.0,-1.547,563.0,-162.0,-1.786,1.893,8.2,37.9,16.9,16.8,46.7,23.9,15.1,13.3,10.9,8.3,7.7,4.9,0.2,1.3,0.3,5.0,4.7,5.4,6.5,-3.9,2.7,9.0,-5.8,17.1,4.9,-4.8,30.1,-95.3,11.9,1.893,5.259,-7.191,136.88,20.68,18.16,11.32,10.49,29.14,-39.84,40.717,19.93,7.74,1.65,2.605
NOC_2017,NOC,2017,26.004,20.074,5.93,2.712,2.712,3.218,-360.0,1.371,4.229,-1.36,2.869,174.0,176.0,11.225,4.519,398.0,445.0,16.587,4.225,12.455,52.0,1.809,35.128,1.661,99.57821719128329,316.52725,1.761,7.092,14.399,994.0,27.996,6.913,44.0,174.0,1.0,7.132,35.128,2.869,475.0,-1.231,985.0,94.0,-579.0,2.613,-928.0,-2.1285,197.0,39.0,-889.0,-393.0,8.232,-190.0,6.96,1.685,9.4,46.3,17.0,13.4,27.9,22.8,14.2,12.4,16.3,11.0,6.5,4.9,0.2,2.0,0.4,5.3,0.4,-1.1,-1.8,57.7,40.4,44.3,-2.7,17.8,37.1,35.6,-7.1,-0.9,-11.0,1.685,7.132,-5.375,148.09,21.03,18.33,16.34,9.6,40.62,-30.61,53.429,18.62,7.49,2.05,3.67
NOC_2018,NOC,2018,30.095,23.304,6.791,3.011,3.011,3.78,-562.0,524.0,3.742,-513.0,3.229,174.0,175.0,1.579,6.474,654.0,973.0,9.68,6.372,18.672,1.372,1.557,37.653,2.182,99.57821719128329,517.0,1.917,8.274,13.883,1.446,29.466,8.068,51.0,171.0,-52.0,8.187,37.653,3.229,800.0,-1.148,234.0,86.0,626.0,3.827,-1.249,-7.657,197.0,28.0,-8.878,-1.263,-2.398,-113.0,-4.595,2.578,8.9,42.2,14.6,13.0,29.8,22.6,15.2,12.6,12.4,10.7,8.6,4.6,0.2,1.8,0.4,15.7,14.5,24.0,17.5,-11.5,12.5,13.2,-0.6,50.8,7.2,14.8,46.5,-34.6,53.0,2.578,8.187,-11.857,172.37,26.23,21.65,18.49,14.77,46.89,-67.91,41.782,12.94,5.1,1.39,3.658
NOC_2019,NOC,2019,33.841,26.582,7.259,3.29,3.29,3.969,-528.0,-893.0,2.548,-300.0,2.248,169.0,170.0,2.245,6.66,783.0,997.0,10.685,8.423,18.708,1.04,2.233,41.089,2.226,99.57821719128329,1.109,2.237,9.434,12.77,1.779,32.27,8.748,51.0,168.0,-97.0,8.819,41.089,2.248,1.265,128.0,-509.0,127.0,1.038,4.297,-1.264,-2.1285,197.0,57.0,-1.207,-744.0,-729.0,-71.0,-2.424,3.033,5.7,26.4,9.6,12.7,34.7,21.5,15.5,11.7,7.5,6.6,9.0,4.7,0.2,1.7,0.4,12.4,6.9,14.3,5.0,-31.9,-30.4,-28.5,-2.6,32.2,9.1,7.7,12.3,-1.2,17.6,3.033,8.819,-10.929,199.06,30.79,23.35,13.22,17.84,51.88,-64.29,57.735,25.68,6.55,1.71,3.862
NOC_2020,NOC,2020,36.799,29.321,7.478,3.413,3.413,4.065,-593.0,256.0,3.728,-539.0,3.189,167.0,168.0,4.907,6.641,759.0,3.037,15.344,8.604,17.518,783.0,2.22,44.469,1.806,99.57821719128329,742.0,2.517,9.58,14.261,2.208,33.89,10.482,58.0,167.0,-128.0,10.579,44.469,3.189,1.267,227.0,210.0,90.0,-678.0,4.305,-1.215,-2.1285,197.0,4.0,-1.211,-490.0,1.134,-123.0,-432.0,3.09,7.5,32.9,12.5,11.9,26.8,20.3,14.5,11.0,10.1,8.7,8.4,4.2,0.2,1.5,0.4,8.7,3.0,1.9,2.4,46.3,41.9,43.9,-1.4,2.1,8.2,20.0,0.2,3.9,1.9,3.09,10.579,-7.722,219.56,31.81,24.25,19.03,18.44,63.12,-46.07,50.802,15.93,4.8,1.38,4.515
NOC_2021,NOC,2021,35.667,28.399,7.268,3.597,3.597,3.671,-556.0,5.823,8.938,-1.933,7.005,160.0,161.0,3.53,6.959,811.0,1.126,12.426,9.549,17.515,578.0,2.511,42.579,2.197,99.57821719128329,6.0,3.026,9.53,12.777,1.997,29.653,12.913,51.0,156.0,-143.0,12.926,42.579,7.005,1.239,181.0,603.0,94.0,-5.555,3.567,-1.331,3.4,197.0,-11.0,2.058,-3.705,-2.236,-78.0,-7.002,2.236,16.1,59.6,25.8,10.7,22.7,20.4,13.8,10.3,25.1,19.6,6.3,3.3,0.3,1.1,0.3,-3.1,-2.8,-7.9,-9.7,139.8,119.7,128.8,-4.0,11.0,-4.3,22.2,-17.1,-9.5,-27.6,2.236,12.926,-5.167,221.67,30.52,22.82,43.54,13.9,80.34,-32.11,60.493,8.64,4.68,1.7,4.301
NOC_2022,NOC,2022,36.602,29.128,7.474,3.873,3.873,3.601,-506.0,2.741,5.836,-940.0,4.896,155.0,156.0,2.577,7.494,978.0,1.439,12.488,10.611,17.516,384.0,2.756,43.755,2.587,99.57821719128329,316.52725,3.609,11.587,11.805,2.039,28.443,15.312,51.0,153.0,-153.0,15.312,43.755,4.896,1.342,-600.0,-321.0,99.0,-2.515,2.901,-1.28,-2.1285,197.0,39.0,-1.241,-1.504,154.0252222222222,-57.0,-2.613,1.621,11.3,34.7,17.4,11.0,24.6,20.4,13.5,9.8,15.9,13.4,4.4,2.9,0.3,0.9,0.3,2.6,2.8,0.7,-1.9,-34.7,-30.1,-27.7,-3.3,11.1,2.8,18.5,-18.7,3.8,-27.5,1.621,15.312,-2.588,235.23,31.77,23.14,31.47,10.42,98.41,-16.63,83.565,17.07,5.46,2.28,5.391
NOC_2023,NOC,2023,39.29,32.739,6.551,4.014,4.014,2.537,-545.0,354.0,2.346,-290.0,2.056,152.0,152.0,3.109,7.147,1.109,2.341,13.706,11.471,17.517,305.0,3.545,46.544,2.11,99.57821719128329,316.52725,4.193,11.942,13.786,2.839,31.749,14.773,51.0,150.0,-128.0,14.795,46.544,2.056,1.338,-144.0,-988.0,87.0,1.526,3.875,-1.775,-2.1285,197.0,-4.0,-1.582,-1.5,945.0,-90.0,-1.761,2.1,4.6,13.7,6.9,7.6,16.3,16.7,9.9,6.5,6.0,5.2,5.3,3.1,0.3,1.1,0.3,7.3,-12.3,-21.6,-29.5,-59.8,-58.0,-57.0,-2.3,8.1,6.4,-3.4,33.6,-38.7,29.5,2.1,14.795,-3.027,258.49,25.49,16.69,13.53,13.82,97.34,-19.91,70.272,34.18,4.75,1.79,5.639
NOC_2024,NOC,2024,41.033,32.671,8.362,3.992,3.992,4.37,-621.0,1.267,5.016,-842.0,4.174,147.0,147.0,4.353,7.18,1.455,1.286,14.274,12.306,17.512,254.0,5.013,49.359,2.599,99.57821719128329,316.52725,4.07,14.128,14.692,2.331,34.069,15.297,51.0,145.0,-152.0,15.29,49.359,4.174,1.37,274.0,-582.0,101.0,-949.0,4.388,-1.767,-2.1285,197.0,18.0,-1.749,-2.514,2.495,-190.0,-1.395,2.621,8.7,27.7,13.4,12.5,25.5,20.4,14.0,10.6,12.2,10.2,6.4,3.2,0.3,1.1,0.3,4.4,27.6,48.1,72.3,113.8,103.0,109.5,-3.1,7.3,6.0,3.3,13.2,0.5,24.8,2.621,15.29,-2.476,278.57,38.97,29.67,28.34,17.79,103.8,-16.81,68.025,16.3,4.45,1.66,7.459
NVDA_2016,NVDA,2016,5.01,2.199,2.811,602.0,1.933,878.0,-8.0,-127.0,743.0,-129.0,614.0,21.72,22.76,596.0,505.0,418.0,93.0,6.053,466.0,618.0,166.0,67.0,7.37,296.0,140.0,1.5,322.0,2.438,5.7202222222222225,108.0,2.901,4.35,4.17,1.0,-4.0,4.469,7.37,614.0,197.0,-51.0,134.0,204.0,77.0,1.175,-79.0,-68.0885,-345.0,24.0,-400.0,-587.0,-117.17714285714284,124.0,-676.0,1.096,8.4,13.8,10.4,13.8,15.8,56.1,21.5,17.5,14.8,12.3,21.9,1.6,0.6,0.3,0.2,7.0,8.2,9.8,15.7,-1.6,-2.7,-3.6,1.1,-16.3,2.3,1.2,29.7,21.8,36.1,1.096,4.469,3.685,0.22,0.05,0.04,0.03,0.05,0.2,0.16,15.753,25.66,3.52,3.14,174.0
